Time (s) Run #2,Time (s) Run #3,Time (s) Run #4,Time (s) Run #5,Time (s) Run #6,Time (s) Run #8,Time (s) Run #9,Time (s) Run #10,Time (s) Run #11,Time (s) Run #12,Position (m) Run #2,Position (m) Run #3,Position (m) Run #4,Position (m) Run #5,Position (m) Run #6,Position (m) Run #8,Position (m) Run #9,Position (m) Run #10,Position (m) Run #11,Position (m) Run #12
-1.02,3.7399999999999998,-1.92,-1.52,-0.41999999999999993,-0.7,-1.02,-0.56,-0.98,-0.6799999999999999,,,,,,,,,,
-1.02,3.7600000000000002,-1.92,-1.52,-0.41999999999999993,-0.7,-1.02,-0.56,-0.98,-0.6799999999999999,,,,,,,,,,
-1.02,3.78,-1.92,-1.52,-0.41999999999999993,-0.7,-1.02,-0.56,-0.98,-0.6799999999999999,,,,,,,,,,
-1.02,3.8000000000000003,-1.92,-1.52,-0.41999999999999993,-0.7,-1.02,-0.56,-0.98,-0.6799999999999999,,,,,,,,,,
-1.02,3.82,-1.92,-1.52,-0.41999999999999993,-0.7,-1.02,-0.56,-0.98,-0.6799999999999999,,,,,,,,,,
-1.02,3.8400000000000003,-1.92,-1.52,-0.41999999999999993,-0.7,-1.02,-0.56,-0.98,-0.6799999999999999,,,,,,,,,,
-1.02,3.86,-1.92,-1.52,-0.41999999999999993,-0.7,-1.02,-0.56,-0.98,-0.6799999999999999,,,,,,,,,,
-1.02,3.8799999999999994,-1.92,-1.52,-0.41999999999999993,-0.7,-1.02,-0.56,-0.98,-0.6799999999999999,,,,,,,,,,
-1.02,3.9,-1.92,-1.52,-0.41999999999999993,-0.7,-1.02,-0.56,-0.98,-0.6799999999999999,,,,,,,,,,
-1.02,3.9199999999999995,-1.92,-1.52,-0.41999999999999993,-0.7,-1.02,-0.56,-0.98,-0.6799999999999999,,,,,,,,,,
-1.02,3.94,-1.92,-1.52,-0.41999999999999993,-0.7,-1.02,-0.56,-0.98,-0.6799999999999999,,,,,,,,,,
-1.02,3.9599999999999995,-1.92,-1.52,-0.41999999999999993,-0.7,-1.02,-0.56,-0.98,-0.6799999999999999,,,,,,,,,,
-1.02,3.98,-1.92,-1.52,-0.41999999999999993,-0.7,-1.02,-0.56,-0.98,-0.6799999999999999,,,,,,,,,,
-1.02,3.9999999999999996,-1.92,-1.52,-0.41999999999999993,-0.7,-1.02,-0.56,-0.98,-0.6799999999999999,,,,,,,,,,
-1.02,4.02,-1.92,-1.52,-0.41999999999999993,-0.7,-1.02,-0.56,-0.98,-0.6799999999999999,,,,,,,,,,
-1.02,4.039999999999999,-1.92,-1.52,-0.41999999999999993,-0.7,-1.02,-0.56,-0.98,-0.6799999999999999,,,,,,,,,,
-1.02,4.0600000000000005,-1.92,-1.52,-0.41999999999999993,-0.7,-1.02,-0.56,-0.98,-0.6799999999999999,,,,,,,,,,
-1.02,4.08,-1.92,-1.52,-0.41999999999999993,-0.7,-1.02,-0.56,-0.98,-0.6799999999999999,,,,,,,,,,
-1.02,4.1,-1.92,-1.52,-0.41999999999999993,-0.7,-1.02,-0.56,-0.98,-0.6799999999999999,,,,,,,,,,
-1.02,4.119999999999999,-1.92,-1.52,-0.41999999999999993,-0.7,-1.02,-0.56,-0.98,-0.6799999999999999,,,,,,,,,,
-1.02,4.140000000000001,-1.92,-1.52,-0.41999999999999993,-0.7,-1.02,-0.56,-0.98,-0.6799999999999999,,,,,,,,,,
-1.02,4.16,-1.92,-1.52,-0.41999999999999993,-0.7,-1.02,-0.56,-0.98,-0.6799999999999999,,,,,,,,,,
-1.02,4.18,-1.92,-1.52,-0.41999999999999993,-0.7,-1.02,-0.56,-0.98,-0.6799999999999999,,,,,,,,,,
-1.02,4.199999999999999,-1.92,-1.52,-0.41999999999999993,-0.7,-1.02,-0.56,-0.98,-0.6799999999999999,,,,,,,,,,
-1.02,4.220000000000001,-1.92,-1.52,-0.41999999999999993,-0.7,-1.02,-0.56,-0.98,-0.6799999999999999,,,,,,,,,,
-1.02,4.24,-1.92,-1.52,-0.41999999999999993,-0.7,-1.02,-0.56,-0.98,-0.6799999999999999,,,,,,,,,,
-1.02,4.26,-1.92,-1.52,-0.41999999999999993,-0.7,-1.02,-0.56,-0.98,-0.6799999999999999,,,,,,,,,,
-1.02,4.279999999999999,-1.92,-1.52,-0.41999999999999993,-0.7,-1.02,-0.56,-0.98,-0.6799999999999999,,,,,,,,,,
-1.02,4.300000000000001,-1.92,-1.52,-0.41999999999999993,-0.7,-1.02,-0.56,-0.98,-0.6799999999999999,,,,,,,,,,
-1.02,4.32,-1.92,-1.52,-0.41999999999999993,-0.7,-1.02,-0.56,-0.98,-0.6799999999999999,,,,,,,,,,
-1.02,4.34,-1.92,-1.52,-0.41999999999999993,-0.7,-1.02,-0.56,-0.98,-0.6799999999999999,,,,,,,,,,
-1.02,4.359999999999999,-1.92,-1.52,-0.41999999999999993,-0.7,-1.02,-0.56,-0.98,-0.6799999999999999,,,,,,,,,,
